customer_id,age,account_age_years,country,income,risk_segment,avg_transaction_amount,preferred_device_risk,fraud_history
416,21,0.1,US,10501.59,high,4.48,0.14073563061143235,0
417,50,1.4,CA,42766.04,low,17.8,0.2254205894424239,0
418,31,8.9,FR,52508.57,low,75.09,0.14793515843317306,0
419,38,10.0,ES,28858.55,medium,39.24,0.2631703707734572,0
420,65,7.3,DZ,11739.06,high,30.89,0.1689901206623176,0
421,37,0.6,US,19416.69,medium,9.85,0.32462066722674326,0
422,73,7.9,FR,45120.03,low,34.99,0.26522946997896535,0
423,25,12.5,GB,31746.57,medium,88.36,0.21935853398117056,0
424,24,4.6,DZ,28484.42,medium,18.39,0.1792322733360091,0
425,20,14.1,US,34695.75,medium,0.32,0.048099027467137734,0
426,34,8.8,MA,29435.1,medium,66.25,0.34135494046739223,0
427,50,5.5,DZ,53185.68,low,215.89,0.13192229215827006,1
428,65,4.3,FR,18762.85,medium,56.01,0.20907321344022195,0
429,29,2.1,FR,17040.61,medium,7.66,0.23438043235358821,0
430,76,0.9,MA,9248.2,high,23.2,0.18164884404219409,0
431,68,4.6,GB,21900.19,medium,121.33,0.33546010543580274,0
432,39,1.9,TN,13620.37,high,15.88,0.07786290825912534,1
433,72,10.1,CA,33271.13,medium,56.14,0.37339348069873374,0
434,39,25.1,FR,30314.21,medium,30.92,0.2671557557508316,0
435,63,7.0,FR,13813.87,high,13.98,0.17535794131655308,0
436,47,0.5,ES,38837.09,medium,100.73,0.17647700060687116,0
437,55,1.7,FR,52752.19,low,81.48,0.0,0
438,55,0.6,FR,35367.58,medium,65.01,0.11517672298318987,0
439,62,5.3,GB,8000.0,high,16.18,0.1646096244986957,0
440,68,7.2,GB,59806.96,low,6.18,0.21761049760309079,0
441,71,13.0,MA,41203.85,low,51.5,0.3259581244452227,0
442,25,2.9,TN,59346.27,low,48.4,0.40375456248289515,0
443,44,11.6,US,46360.85,low,12.52,0.2272267098802573,0
444,44,10.5,ES,49357.73,low,3.47,0.2205609312142966,1
445,51,1.9,MA,33079.0,medium,5.05,0.15096482324881316,0
446,38,10.2,TN,26065.56,medium,295.78,0.02848998566771299,0
447,47,2.4,ES,35602.22,medium,91.83,0.1394213473794784,0
448,50,1.8,ES,19368.22,medium,153.05,0.1794498920253977,0
449,45,5.2,FR,36508.21,medium,13.02,0.2975394420665162,0
450,64,2.0,MA,8000.0,high,193.99,0.25195145315819467,0
451,50,5.0,ES,30643.98,medium,9.23,0.22215452239010602,0
452,22,4.7,IT,50170.14,low,42.69,0.14191999065107475,0
453,77,4.1,TN,31414.63,medium,106.21,0.0017883250955869068,0
454,78,2.4,FR,55912.24,low,25.83,0.007824395126734579,0
455,65,4.0,DZ,26043.82,medium,33.19,0.03362635330579883,0
456,36,4.5,GB,45039.76,low,8.23,0.17079933237952824,0
457,21,3.9,FR,16825.95,medium,7.87,0.299404443771799,0
458,52,2.9,DZ,44429.35,low,57.99,0.2967065569960884,0
459,66,0.1,FR,33488.92,medium,67.53,0.27937157620774367,0
460,34,4.4,FR,26703.74,medium,90.12,0.14849045164819608,0
461,61,0.9,ES,8000.0,high,48.81,0.31442631661171105,0
462,45,5.1,MA,26184.35,medium,62.27,0.10689294237101565,0
463,47,7.1,GB,33201.8,medium,0.82,0.2853393438858876,0
464,46,3.5,FR,42430.64,low,10.62,0.03254236802119445,0
465,63,3.9,MA,53414.25,low,251.64,0.08228877561127818,1
466,70,15.1,FR,60525.49,low,4.74,0.3652615060970564,1
467,23,9.4,FR,48694.01,low,68.14,0.17961653861707957,0
468,52,12.3,IT,21568.65,medium,11.62,0.13190301405835508,0
469,77,8.4,FR,25427.94,medium,75.68,0.3102758708665654,0
470,58,0.6,FR,41083.73,low,73.45,0.32173716235572725,0
471,54,0.8,IT,37794.22,medium,16.01,0.15667191919007775,0
472,41,3.7,FR,54425.19,low,18.85,0.22784634529421371,0
473,46,1.4,IT,67190.84,low,63.81,0.21369074254071435,0
474,66,3.2,MA,64007.7,low,29.67,0.0,0
475,63,2.5,US,52409.07,low,12.98,0.060413992123627275,0
476,70,4.0,FR,37918.54,medium,78.93,0.29422544141820767,0
477,48,6.9,DZ,50239.88,low,10.04,0.11673957509572502,0
478,52,6.3,CA,54921.62,low,116.13,0.25298378960650636,0
479,77,3.7,US,27790.49,medium,43.38,0.22630404513455335,0
480,50,8.6,TN,22010.09,medium,6.7,0.3215432770127882,0
481,69,2.8,MA,18488.68,medium,71.06,0.06362085115921434,0
482,78,11.4,FR,16854.23,medium,43.93,0.23942058409612524,0
483,38,0.4,GB,9270.07,high,21.23,0.1934585541864556,0
484,49,15.5,MA,33748.53,medium,32.95,0.12102256593250527,1
485,40,5.3,IT,15003.71,medium,21.26,0.12032035897207621,1
486,50,2.4,IT,18247.17,medium,18.31,0.22274808808256635,0
487,20,1.1,IT,40518.83,low,10.72,0.26296701710517917,0
488,35,3.3,IT,32724.14,medium,27.04,0.2063596282544295,0
489,42,1.1,MA,36444.37,medium,17.34,0.20947142518572787,0
490,59,0.9,GB,50477.23,low,69.01,0.15015055959639764,0
491,48,4.8,TN,42967.95,low,69.1,0.15678141829502762,0
492,71,3.7,FR,52783.3,low,41.81,0.12075296416421026,0
493,75,5.5,IT,31199.65,medium,90.29,0.1481398348304972,0
494,20,13.3,FR,54176.86,low,110.46,0.25946755918349973,0
495,57,3.8,GB,35396.05,medium,52.02,0.27064056244338486,0
496,63,4.3,GB,32530.59,medium,57.89,0.07241243841938624,0
497,41,0.5,US,51922.89,low,19.95,0.11035633247184015,0
498,67,6.3,FR,16917.69,medium,135.15,0.12896019763308086,0
499,49,2.6,CA,60354.01,low,1.47,0.19359631382335843,0
500,64,18.8,ES,25768.5,medium,25.72,0.03168471939635964,0
501,39,8.7,CA,11728.38,high,76.76,0.11210929522616592,0
502,40,3.7,MA,39802.53,medium,5.01,0.061441848697792734,0
503,19,0.7,ES,24340.18,medium,12.14,0.24004821342101162,0
504,44,9.8,GB,60387.11,low,53.39,0.19703250576677356,0
505,59,8.0,DZ,23506.49,medium,49.26,0.15374524745576304,0
506,19,1.0,CA,34716.73,medium,80.58,0.09367227192319788,0
507,43,1.7,DE,8616.1,high,100.47,0.15529035487108053,0
508,34,7.9,FR,42193.71,low,8.26,0.14353078842420788,0
509,57,1.0,CA,18339.15,medium,1.11,0.3634666552519872,0
510,50,12.5,FR,40399.87,low,70.2,0.29970197115817704,0
511,26,2.8,FR,23574.82,medium,21.52,0.130929207407108,0
512,60,0.5,MA,8000.0,high,59.01,0.2165195340952457,0
513,71,8.5,FR,31967.85,medium,9.79,0.2944208646585996,0
514,65,2.3,FR,31296.43,medium,37.98,0.13089858127037118,0
515,56,3.7,IT,43216.07,low,42.12,0.05828892590267301,0
516,46,0.6,FR,53340.01,low,52.78,0.020314147906737634,0
517,59,0.0,MA,58686.14,low,43.19,0.32722669199146076,0
518,72,5.1,US,42962.31,low,41.07,0.18089376185300826,0
519,43,3.6,DZ,34179.29,medium,24.27,0.2291325232874699,0
520,52,4.5,IT,8590.0,high,4.43,0.14257626246809402,0
521,67,7.9,GB,33030.31,medium,5.63,0.07321010815103157,0
522,42,5.2,FR,33224.1,medium,34.13,0.0918699175160902,0
523,41,1.0,FR,27020.4,medium,26.38,0.06589652077073913,0
524,30,2.2,FR,39494.51,medium,43.56,0.28499944144688755,0
525,77,11.8,FR,46828.59,low,21.82,0.34925611583320504,0
526,75,7.3,GB,17723.94,medium,69.87,0.20372439624750227,0
527,24,4.1,CA,17490.23,medium,119.69,0.04822009067996011,0
528,74,1.5,DE,27910.62,medium,21.3,0.24965841908356085,0
529,53,1.8,TN,20771.56,medium,12.86,0.3264984664992543,0
530,62,6.6,ES,8000.0,high,7.41,0.2971666767483394,0
531,37,9.5,FR,15051.11,medium,57.47,0.19708689515150063,0
532,18,5.6,DZ,11515.18,high,35.2,0.17655177633731176,0
533,25,8.3,CA,48126.76,low,12.5,0.19628336787902695,0
534,63,7.3,DE,55542.41,low,63.53,0.32252490049767163,0
535,33,0.8,ES,13568.5,high,9.64,0.27603654278213824,0
536,31,2.8,FR,38191.1,medium,48.49,0.1614243000376698,0
537,29,0.8,DZ,43102.75,low,44.94,0.15890847242096034,0
538,68,1.3,TN,8000.0,high,79.51,0.1518304951259315,0
539,40,10.2,FR,32414.68,medium,3.4,0.09353673664476986,0
540,32,3.2,TN,68002.74,low,131.29,0.3351838235745386,0
541,45,3.8,CA,40157.2,low,72.84,0.12121762522535613,0
542,51,1.0,FR,26320.49,medium,14.61,0.24902760656667536,0
543,19,1.9,ES,21597.2,medium,12.16,0.13385723616821676,0
544,49,1.3,US,8000.0,high,33.9,0.15227761179666377,0
545,40,1.2,FR,37057.1,medium,102.08,0.18861192332770288,0
546,39,5.1,IT,59217.25,low,111.07,0.25452424248342076,0
547,68,1.5,DE,17796.84,medium,44.1,0.1740776118214521,0
548,42,5.0,DZ,8000.0,high,118.32,0.08607948283826679,0
549,75,0.3,GB,20036.64,medium,0.33,0.2019081331079101,0
550,79,0.8,MA,43224.0,low,2.15,0.12333282008083701,0
551,78,1.6,FR,23572.5,medium,145.7,0.35438383069145313,0
552,39,4.5,IT,17692.98,medium,89.59,0.1740055497527411,0
553,75,5.6,TN,30287.32,medium,35.95,0.13320306619288644,0
554,75,2.9,MA,33445.51,medium,84.05,0.3974800799653343,0
555,39,3.0,CA,9174.15,high,186.92,0.2738889702442473,0
556,66,6.4,DZ,26740.74,medium,88.73,0.11032258861957837,0
557,69,0.1,MA,22540.99,medium,110.85,0.12090859400033961,0
558,59,2.1,FR,20386.43,medium,85.78,0.24741829810906818,0
559,23,8.5,FR,14744.45,high,11.05,0.20434763010348989,0
560,32,4.6,FR,44118.87,low,107.59,0.28901755427204745,0
561,71,2.1,US,20334.2,medium,13.02,0.1337323699008417,0
562,60,11.8,GB,8000.0,high,133.88,0.2701109124798477,0
563,77,7.4,FR,33964.47,medium,36.82,0.0,0
564,54,1.5,IT,40877.99,low,67.8,0.18455581307412283,0
565,50,5.2,FR,18059.76,medium,41.26,0.13828208539892684,1
566,25,4.5,US,21605.06,medium,5.92,0.15449533793325804,0
567,70,2.6,MA,20264.19,medium,20.61,0.18971253538739216,0
568,77,2.3,FR,24800.2,medium,247.11,0.3138503639593696,0
569,61,2.1,MA,46602.75,low,194.21,0.0845960120678953,0
570,61,4.8,CA,28289.11,medium,23.18,0.0,0
571,22,2.9,FR,42593.9,low,335.91,0.09619464288883867,0
572,56,8.9,ES,15467.53,medium,112.07,0.30224359319281596,0
573,21,5.5,FR,24244.64,medium,56.64,0.03550086645084252,0
574,23,0.4,IT,44310.21,low,2.46,0.14280523594151234,0
575,62,5.1,MA,17915.92,medium,139.03,0.28395773748118314,1
576,49,1.6,FR,45182.05,low,48.91,0.19415714567456463,1
577,69,4.5,CA,20574.24,medium,121.71,0.31287067208503205,0
578,47,5.7,IT,25175.06,medium,107.9,0.0,0
579,64,1.3,GB,55052.44,low,107.39,0.16783909124689844,0
580,52,3.1,ES,23462.72,medium,71.87,0.33371771663549993,0
581,72,1.1,CA,32180.19,medium,20.67,0.0873118353867835,0
582,57,0.3,FR,39246.55,medium,24.58,0.30348098433880866,0
583,69,2.4,ES,33397.63,medium,22.13,0.1764309616939838,0
584,33,2.3,DZ,33825.8,medium,1.21,0.24341294250559228,0
585,30,27.0,MA,29151.9,medium,52.42,0.32646569070225406,0
586,67,3.0,DZ,10466.41,high,72.01,0.24298361510480887,0
587,77,2.0,IT,35224.34,medium,115.39,0.1408750440630634,0
588,59,4.3,GB,19012.97,medium,9.06,0.2562062752125228,0
589,47,0.5,TN,41636.51,low,47.14,0.13382001547189948,0
590,36,16.3,DE,50580.92,low,0.48,0.2273366852785388,0
591,34,5.0,TN,8000.0,high,6.0,0.07481570405752275,0
592,73,7.0,FR,50607.12,low,3.34,0.2029094673412295,0
593,36,0.9,DZ,23834.13,medium,77.56,0.31892930782887646,0
594,45,2.6,US,28035.76,medium,5.07,0.17012302774349417,0
595,75,2.7,MA,16314.19,medium,75.62,0.30936904388493114,0
596,72,8.6,DE,32827.02,medium,17.23,0.5093429530670905,0
597,43,0.0,FR,31002.22,medium,126.08,0.19710526851887877,0
598,54,1.8,TN,46153.84,low,100.65,0.2614192156241985,0
599,43,19.9,GB,18879.1,medium,189.96,0.24768625848820572,0
600,70,3.2,TN,54912.04,low,129.13,0.2225103659174079,0
601,79,2.4,FR,39970.71,medium,162.48,0.2787896024158896,0
602,40,0.6,US,31364.53,medium,117.43,0.1751904968127337,0
603,26,18.3,IT,27288.23,medium,70.93,0.13374558997254576,0
604,29,0.1,GB,25401.46,medium,11.2,0.04736772285694918,0
605,70,6.7,ES,26379.84,medium,19.02,0.16572415069131713,0
606,18,7.3,CA,32526.03,medium,14.35,0.29014341651353676,0
607,75,1.4,ES,26865.0,medium,55.52,0.10602028888068686,0
608,75,5.6,DZ,20392.06,medium,42.02,0.22466778965327575,0
609,18,0.5,ES,32616.89,medium,121.08,0.18768901364690693,0
610,64,1.5,FR,17455.68,medium,183.04,0.13792818769574022,1
611,51,7.8,DZ,34837.0,medium,31.14,0.014695967024673323,0
612,49,10.0,FR,26653.99,medium,42.36,0.33628546991207864,1
613,79,4.7,FR,40450.96,low,213.51,0.25171905303833786,0
614,71,3.5,US,44836.11,low,19.4,0.466528782770926,0
615,65,0.9,FR,44830.21,low,94.33,0.30794130139575415,0
616,42,0.3,GB,34771.58,medium,15.31,0.3340543978648548,0
617,57,0.6,ES,36522.47,medium,68.64,0.025064626897660175,0
618,62,1.3,FR,25158.73,medium,17.55,0.023316463543844063,0
619,70,2.1,TN,40164.6,low,129.11,0.20423120610525872,0
620,18,2.4,TN,41857.52,low,49.46,0.08518845765186876,0
621,33,2.1,DZ,8000.0,high,12.34,0.13187131531559745,0
622,78,1.4,GB,35675.21,medium,15.24,0.4526264180124968,0
623,56,3.6,CA,50521.95,low,40.86,0.31898761716818613,0
624,22,8.7,FR,24655.65,medium,195.59,0.10643444576682037,0
625,39,1.6,US,21381.8,medium,88.09,0.0,0
626,46,14.3,CA,23702.05,medium,40.2,0.09800626618959499,1
627,72,10.3,DZ,8000.0,high,24.72,0.14428055570612777,0
628,20,0.9,FR,31889.76,medium,47.81,0.16787363307399242,0
629,29,7.7,FR,30449.48,medium,82.79,0.07209537489233792,0
630,43,4.3,GB,32955.4,medium,91.93,0.3129850592330795,0
631,33,4.2,ES,36239.65,medium,23.55,0.12885392061417467,0
632,68,2.5,ES,18030.1,medium,76.63,0.264857767260271,0
633,54,3.5,MA,34097.99,medium,64.34,0.20538874218910222,0
634,39,2.5,ES,36647.98,medium,191.82,0.29384770550860423,0
635,74,3.9,DE,22674.12,medium,160.5,0.17620796715569548,0
636,46,4.9,ES,36301.77,medium,93.46,0.10750135613420297,0
637,31,5.6,DE,31210.6,medium,77.11,0.14014127958980344,0
638,45,3.8,IT,20532.15,medium,19.22,0.14155148856421956,0
639,22,6.4,DE,34241.83,medium,112.23,0.4064550551576234,0
640,64,0.8,FR,25639.34,medium,33.47,0.20765052718392885,0
641,66,1.2,CA,40455.98,low,19.07,0.20046328147038775,0
642,47,8.5,FR,26412.5,medium,29.09,0.28820265407085494,0
643,63,1.9,CA,10653.52,high,108.45,0.1999930145245871,0
644,79,0.1,MA,34004.8,medium,9.65,0.31216763193143704,0
645,69,0.8,IT,33441.05,medium,36.55,0.16279222392988857,0
646,22,1.3,CA,13782.94,high,40.68,0.15263602495873108,0
647,29,15.8,CA,41258.04,low,2.24,0.1019726503985172,0
648,33,4.3,FR,40473.31,low,13.07,0.38500473300507015,0
649,43,13.5,FR,16950.3,medium,105.18,0.19301751762343955,1
650,43,4.3,FR,20105.61,medium,106.59,0.08259575403785047,0
651,65,3.3,FR,27869.89,medium,20.75,0.21968272219792181,0
652,38,1.9,ES,18617.22,medium,124.72,0.13499461229365595,0
653,56,4.7,FR,39605.96,medium,88.65,0.1610398768546069,0
654,53,0.7,TN,32234.58,medium,32.47,0.23107534317277184,0
655,50,11.4,CA,13596.64,high,82.8,0.3520985240254101,0
656,79,8.8,CA,17662.94,medium,195.17,0.2101585358173041,0
657,47,1.9,FR,47815.79,low,36.86,0.12889632295448492,0
658,54,15.3,FR,53033.44,low,16.34,0.14950851577057722,0
659,40,8.7,TN,38080.93,medium,170.65,0.2656447186910469,0
660,75,5.5,ES,26830.87,medium,55.54,0.0041659084213059305,0
661,27,0.6,FR,23400.56,medium,6.67,0.0957317723703908,0
662,71,3.3,IT,38245.49,medium,51.01,0.22126460761973404,0
663,22,3.5,GB,31138.81,medium,41.66,0.029333042262525172,0
664,53,1.3,CA,8000.0,high,116.11,0.16874821208651364,0
665,51,0.4,IT,45478.02,low,45.39,0.1521734964342484,0
666,69,7.5,FR,50187.05,low,17.68,0.2877448522075668,0
667,48,0.7,TN,41058.79,low,67.55,0.17497176668808004,0
668,27,4.5,ES,13625.83,high,46.93,0.31866913826030474,0
669,75,13.8,DE,20447.6,medium,15.92,0.20788730232380612,0
670,36,10.4,ES,8000.0,high,51.15,0.37764511308092663,0
671,75,1.6,US,53940.73,low,103.4,0.06125110356082286,0
672,49,9.5,US,24648.92,medium,1.74,0.3617126841267978,0
673,18,0.0,IT,64999.34,low,59.79,0.15888728437706107,0
674,73,0.1,FR,59328.45,low,25.81,0.347394970122641,0
675,22,4.6,US,16448.6,medium,20.78,0.31852346998851644,0
676,62,2.3,US,19375.98,medium,29.91,0.0,0
677,21,2.4,FR,36992.86,medium,25.12,0.24791682103198395,0
678,33,4.2,DE,8000.0,high,107.11,0.2997619762807898,0
679,41,1.1,TN,23426.11,medium,19.28,0.33285927366711165,0
680,33,1.2,FR,21927.61,medium,79.26,0.08233628142205773,0
681,72,3.3,DE,57767.49,low,5.93,0.259034289701423,0
682,19,7.0,TN,32415.27,medium,181.44,0.21950736786657282,0
683,66,4.8,MA,25728.5,medium,58.42,0.24314089669663247,0
684,45,1.8,GB,20527.73,medium,73.6,0.29989364865930185,0
685,49,2.8,CA,43410.74,low,21.23,0.3156709852726435,0
686,44,0.9,US,22549.34,medium,31.87,0.1344257045235529,0
687,37,0.4,TN,29245.76,medium,15.2,0.22654193318466567,0
688,41,7.6,CA,20413.15,medium,161.77,0.2041135317212128,1
689,29,1.5,US,8000.0,high,40.18,0.1760647377730345,1
690,67,1.0,FR,15059.47,medium,59.73,0.18562247888309594,0
691,52,5.9,GB,22470.42,medium,79.52,0.21959872420566368,0
692,77,4.8,FR,26051.18,medium,27.83,0.13980183975327337,0
693,50,5.0,TN,26708.64,medium,76.4,0.2883036778530881,0
694,50,1.3,DZ,28666.2,medium,67.62,0.326930828829185,0
695,78,1.3,FR,22669.69,medium,73.38,0.11794234444141044,0
696,68,1.2,DE,50236.9,low,40.31,0.3318329887939122,0
697,60,1.0,FR,44219.76,low,28.97,0.11813065757738592,0
698,54,5.3,ES,27973.36,medium,15.07,0.28977869116897853,0
699,29,9.4,IT,33813.87,medium,104.45,0.33164788105905685,0
700,20,6.4,CA,24418.68,medium,56.24,0.1905489303920161,0
701,18,7.9,MA,8000.0,high,35.26,0.11895022580162214,0
702,50,2.6,US,30307.4,medium,172.94,0.14113170022883706,0
703,57,5.3,FR,34584.22,medium,2.94,0.23618568656488567,0
704,27,2.2,FR,8000.0,high,113.9,0.3964654412409965,0
705,60,3.7,FR,37491.17,medium,361.5,0.030726715896329,0
706,61,3.3,GB,25791.35,medium,130.79,0.21002419648119774,0
707,46,1.0,DE,35069.01,medium,99.78,0.1911927850902988,0
708,30,2.4,MA,26244.02,medium,28.13,0.15434782382318904,0
709,29,16.6,ES,48764.32,low,15.78,0.19192180582713853,0
710,48,1.4,TN,33393.43,medium,79.65,0.14578031781509226,0
711,63,0.7,GB,45036.25,low,21.79,0.3243155411862408,0
712,19,2.7,FR,46270.89,low,11.62,0.33424938066667254,0
713,78,7.8,MA,13206.66,high,92.65,0.20881352711470227,0
714,68,4.4,FR,18914.75,medium,22.49,0.18588549865137097,0
715,67,5.7,GB,36774.16,medium,147.51,0.1506963327372935,0
716,52,1.1,ES,24516.94,medium,110.19,0.20902813377526766,0
717,40,4.8,FR,26420.9,medium,112.89,0.38478310288676254,0
718,34,2.0,FR,49298.47,low,88.59,0.1896265763798642,0
719,43,9.0,CA,25344.5,medium,127.66,0.11605676019737404,0
720,25,5.0,ES,15466.06,medium,98.32,0.1602238108653149,0
721,46,1.1,FR,17493.0,medium,55.36,0.275346996176888,0
722,43,0.3,GB,62735.35,low,21.04,0.1282263295952395,0
723,27,0.2,CA,27326.71,medium,131.47,0.19662939053374762,0
724,43,2.3,DZ,9536.28,high,110.18,0.24728831351627395,0
725,79,1.5,FR,8000.0,high,38.42,0.13581371439469733,0
726,51,5.2,MA,20630.45,medium,2.39,0.02355942792349483,1
727,68,3.5,DE,27052.17,medium,61.06,0.09286145361468978,0
728,58,1.5,FR,44237.61,low,3.12,0.11412334911270262,0
729,24,0.8,ES,42785.18,low,156.45,0.1771172694143359,0
730,21,0.7,GB,29904.8,medium,195.63,0.20442996613952774,0
731,75,10.0,US,23187.47,medium,12.61,0.28237012973771114,0
732,70,1.4,FR,35094.03,medium,67.69,0.07727439913352929,0
733,67,5.3,GB,8000.0,high,5.81,0.26782868707071755,0
734,62,8.3,FR,59716.21,low,78.45,0.16290764888501985,0
735,28,4.8,GB,39811.58,medium,25.6,0.02144527011181524,0
736,46,9.8,US,43004.85,low,68.56,0.2013573659384205,0
737,73,2.5,FR,13887.7,high,28.0,0.33162675514999684,0
738,53,15.6,CA,49239.73,low,9.44,0.28831145516584833,0
739,42,0.7,FR,23099.74,medium,31.26,0.19237295889779327,0
740,38,0.5,IT,15711.63,medium,7.17,0.3125770616128751,0
741,78,5.4,FR,29412.41,medium,51.61,0.2192222680547305,0
742,74,14.3,FR,29061.67,medium,2.51,0.29811888278224385,0
743,53,8.3,DZ,13821.94,high,44.96,0.03383976650311982,0
744,27,0.4,IT,16575.94,medium,130.49,0.07503271847397353,0
745,54,1.6,FR,15401.52,medium,109.16,0.272903598557272,0
746,26,13.3,US,15544.27,medium,128.62,0.35392824943448237,0
747,41,1.5,ES,24178.53,medium,153.1,0.2417295730912506,0
748,52,7.6,FR,9165.22,high,6.62,0.15026631266241977,0
749,66,8.7,DE,19629.38,medium,8.27,0.11494841414267105,0
750,52,3.4,CA,45677.02,low,48.85,0.1684684836405192,0
751,65,2.4,DE,42349.64,low,134.64,0.3213636991716765,0
752,53,3.0,MA,14251.81,high,219.79,0.16574729617126058,0
753,35,1.3,MA,44373.07,low,2.84,0.30477612413874194,0
754,66,11.0,US,8000.0,high,26.38,0.2652573125454545,0
755,56,3.0,ES,66437.16,low,14.36,0.37139258004269937,0
756,49,10.7,DZ,49504.7,low,84.63,0.22002618715365074,0
757,41,0.6,DZ,21604.02,medium,61.33,0.19504036388179588,0
758,40,22.2,MA,35736.4,medium,7.66,0.3097672105680268,0
759,79,2.9,FR,8986.21,high,39.64,0.10647372047019817,0
760,49,0.2,GB,30906.64,medium,69.39,0.15559830228890628,0
761,54,0.2,FR,27245.05,medium,90.58,0.031999525447015176,0
762,29,6.9,MA,17478.55,medium,1.22,0.07456754409520047,0
763,66,5.4,US,22971.64,medium,132.69,0.392337187972981,0
764,72,8.1,TN,21495.19,medium,50.54,0.26923145736407,0
765,30,0.6,FR,13023.95,high,100.25,0.06292984170270652,0
766,40,0.2,FR,17127.79,medium,99.0,0.3194828994627055,0
767,42,3.6,ES,8372.33,high,12.63,0.1296302453804657,0
768,52,2.5,FR,42859.96,low,7.0,0.2640950608333397,0
769,58,3.1,DZ,16018.31,medium,76.65,0.26260136043956717,0
770,47,23.9,DE,11669.69,high,10.21,0.3664990700082699,0
771,34,17.7,FR,42622.57,low,113.8,0.14622702494995451,0
772,66,14.3,CA,35544.31,medium,77.72,0.12597706128199654,0
773,79,7.7,IT,42067.52,low,110.64,0.0,1
774,37,2.2,US,43741.25,low,21.32,0.1878226873306828,0
775,65,2.7,DZ,59061.82,low,22.84,0.27253298319842334,0
776,42,4.0,DE,27659.4,medium,66.74,0.28619738352694735,0
777,39,8.9,CA,8135.88,high,1.92,0.32523993796287587,0
778,30,0.4,FR,34065.57,medium,77.79,0.2289805741998394,0
779,76,2.8,CA,19964.93,medium,108.39,0.2504781118239167,1
780,36,0.4,TN,15637.42,medium,32.19,0.20681204407136144,0
781,66,3.6,ES,31498.88,medium,86.86,0.27074548355529016,0
782,53,11.5,IT,42986.29,low,11.51,0.106575764290001,0
783,29,7.6,FR,17460.08,medium,23.34,0.05915351690847487,1
784,78,1.3,DE,49115.82,low,219.69,0.11712619905587171,0
785,58,18.6,IT,15155.79,medium,257.55,0.2213623717586657,0
786,36,5.5,GB,26341.45,medium,43.12,0.06995753341947528,0
787,29,0.1,FR,35794.62,medium,163.33,0.1366755840395812,0
788,26,1.5,GB,24181.51,medium,44.38,0.13987057169648343,0
789,24,1.5,FR,8000.0,high,20.68,0.2781821210965456,0
790,45,0.4,ES,43911.11,low,18.63,0.26600954605303795,0
791,31,16.1,IT,20648.03,medium,159.13,0.20704860922589172,0
792,48,3.3,FR,41173.48,low,11.36,0.2451064881637557,0
793,69,11.3,MA,11037.84,high,52.0,0.24707904439669706,0
794,36,1.9,CA,13598.45,high,48.65,0.16363804428670287,0
795,75,0.7,MA,42936.5,low,80.74,0.14575006936122717,0
796,64,3.2,IT,35107.62,medium,41.5,0.3536686415622371,0
797,33,0.6,GB,23421.21,medium,19.07,0.0,0
798,70,3.3,MA,35325.47,medium,11.14,0.12586966310627473,0
799,22,12.6,US,15689.41,medium,58.18,0.17962174785900942,0
800,52,3.7,DZ,31653.89,medium,76.16,0.2559951427319347,0
801,29,4.8,MA,31928.31,medium,50.57,0.3135506526103192,0
802,42,0.9,FR,24393.28,medium,80.45,0.3856731604188147,0
803,69,0.2,US,17470.71,medium,9.16,0.19082893171298698,0
804,76,0.6,DE,31053.73,medium,128.46,0.19752643753101665,0
805,38,4.6,MA,29175.28,medium,52.39,0.236261006061518,0
806,53,0.5,US,23012.67,medium,8.14,0.1468879061671078,0
807,70,2.4,IT,14492.78,high,37.19,0.08157627279441249,0
808,40,4.0,DZ,30187.16,medium,111.78,0.19037495337359817,0
809,33,2.5,CA,23050.16,medium,136.71,0.2745372292001798,0
810,74,0.9,DZ,14480.14,high,18.44,0.17570765538235192,0
811,56,1.6,DE,30652.95,medium,74.53,0.24134353887180932,0
812,62,13.2,FR,54124.58,low,6.32,0.013118268712846382,0
813,70,5.6,FR,24497.59,medium,2.05,0.20184046234194586,0
814,59,3.4,ES,52466.65,low,49.31,0.15965534092856748,0
815,75,0.1,MA,61714.98,low,71.21,0.0724876244508815,0
816,56,24.4,CA,15698.72,medium,95.32,0.26572125035848476,0
817,31,5.6,TN,30135.66,medium,24.95,0.3845645569274315,0
818,48,1.9,FR,61555.98,low,0.39,0.29899589256808856,0
819,75,10.6,US,28183.8,medium,39.18,0.305374900547844,0
820,22,1.5,DE,30552.18,medium,0.96,0.2712477034616804,0
821,52,3.9,IT,8000.0,high,5.79,0.264645144964622,0
822,40,5.1,MA,22025.07,medium,23.73,0.020056806442448394,0
823,46,1.2,IT,38333.83,medium,34.49,0.18720490499280112,0
824,60,19.2,FR,66439.24,low,19.67,0.25086697666458674,0
825,28,6.9,ES,27059.9,medium,52.32,0.2531404781200867,0
826,35,4.1,TN,8000.0,high,3.42,0.3271706189269705,0
827,64,1.0,FR,8921.26,high,9.37,0.0967602350366821,0
828,29,0.3,DZ,29463.15,medium,71.3,0.2607271615407699,0
829,26,1.9,DZ,47658.1,low,9.2,0.09349589960073866,0
830,27,7.0,FR,39560.31,medium,61.26,0.17883004101609398,0
831,75,1.6,GB,36903.84,medium,3.37,0.19380369927647245,0
832,61,3.9,DE,49637.17,low,31.39,0.2862570914048952,0
