transaction_id,customer_id,bin,card_type,issuer_country,issuer_risk,amount,transaction_country,country_risk,device_risk,new_device,geo_anomaly,hour,velocity_24h,is_fraud,age,account_age_years,country,income,risk_segment,avg_transaction_amount,preferred_device_risk,fraud_history
2043,595,4929,Visa,FR,0.1,47.86,FR,0.1,0.38,0,0,19,2,0,75,2.7,MA,16314.19,medium,75.62,0.3093690438849311,0
2044,1443,4539,Visa,FR,0.1,38.76,US,0.3,0.26,1,0,5,3,0,57,6.8,ES,31085.45,medium,33.59,0.1534572006740442,0
2045,472,5100,Mastercard,FR,0.15,47.01,FR,0.1,0.36,0,0,7,2,0,41,3.7,FR,54425.19,low,18.85,0.2278463452942137,0
2046,234,6011,Discover,US,0.4,48.31,GB,0.2,0.27,0,0,14,0,0,45,18.4,DE,24070.42,medium,92.03,0.1587320479051425,0
2047,572,4539,Visa,FR,0.1,29.72,GB,0.2,0.33,0,1,21,2,0,56,8.9,ES,15467.53,medium,112.07,0.3022435931928159,0
2048,1478,5200,Mastercard,DE,0.2,416.36,DZ,0.4,0.11,0,0,2,2,0,27,1.5,FR,39397.36,medium,206.26,0.0691940727873408,0
2049,1724,6011,Discover,US,0.4,8.97,FR,0.1,0.08,0,0,9,0,0,21,0.3,CA,39946.49,medium,50.87,0.2748346826893634,0
2050,1594,3792,Amex,US,0.3,32.57,FR,0.1,0.23,0,0,12,4,0,55,0.2,US,20068.8,medium,32.63,0.0359114938282117,0
2051,771,4929,Visa,FR,0.1,292.15,FR,0.1,0.24,0,0,19,2,0,34,17.7,FR,42622.57,low,113.8,0.1462270249499545,0
2052,1186,4539,Visa,FR,0.1,22.35,TN,0.35,0.13,1,0,4,4,0,60,1.2,DZ,8000.0,high,19.92,0.0333580810252176,0
2053,301,4929,Visa,FR,0.1,32.13,US,0.3,0.13,0,0,2,2,0,23,3.4,DE,35592.49,medium,147.57,0.2543534227465913,0
2054,306,3792,Amex,US,0.3,21.58,TN,0.35,0.13,0,0,4,0,0,28,1.1,TN,31556.96,medium,130.62,0.2233960152984879,0
2055,2,5100,Mastercard,FR,0.15,12.47,CA,0.1,0.42,0,0,23,2,0,69,3.8,GB,27478.6,medium,42.88,0.078592140033096,0
2056,271,3792,Amex,US,0.3,39.8,DZ,0.4,0.11,0,0,19,2,0,75,13.7,ES,61160.7,low,80.15,0.036777725927548,0
2057,421,5100,Mastercard,FR,0.15,1.71,US,0.3,0.33,0,0,22,1,0,37,0.6,US,19416.69,medium,9.85,0.3246206672267432,0
2058,1167,4929,Visa,FR,0.1,42.55,DZ,0.4,0.13,0,0,11,1,0,58,8.1,TN,16658.27,medium,26.62,0.0691811070179694,0
2059,700,5100,Mastercard,FR,0.15,24.84,FR,0.1,0.32,0,0,16,2,0,20,6.4,CA,24418.68,medium,56.24,0.1905489303920161,0
2060,864,6011,Discover,US,0.4,363.22,TN,0.35,0.45,1,0,22,2,0,77,5.8,FR,23712.57,medium,132.07,0.0484866685902377,0
2061,1877,5100,Mastercard,FR,0.15,8.06,CA,0.1,0.42,0,0,16,1,0,73,10.7,CA,31181.9,medium,4.36,0.2863212622505253,0
2062,960,5100,Mastercard,FR,0.15,350.52,IT,0.2,0.21,0,0,17,5,0,54,2.5,MA,46310.35,low,146.36,0.3441529981722884,0
2063,994,6011,Discover,US,0.4,15.04,TN,0.35,0.29,0,0,15,1,0,50,19.4,DE,23886.75,medium,43.12,0.0653563877639408,0
2064,1760,5100,Mastercard,FR,0.15,26.8,FR,0.1,0.18,0,0,0,1,0,37,3.1,US,36170.94,medium,31.43,0.3338410316216181,0
2065,1010,6011,Discover,US,0.4,12.49,CA,0.1,0.39,0,0,18,1,0,50,1.3,DZ,14870.07,high,32.21,0.0453180334677326,0
2066,879,6011,Discover,US,0.4,32.7,ES,0.15,0.24,0,0,11,3,0,30,0.7,GB,42630.58,low,110.11,0.1483253237939382,0
2067,692,5100,Mastercard,FR,0.15,26.0,IT,0.2,0.45,0,0,12,2,0,77,4.8,FR,26051.18,medium,27.83,0.1398018397532733,0
2068,1559,6011,Discover,US,0.4,37.89,FR,0.1,0.11,0,0,7,4,0,39,4.1,FR,9709.07,high,22.24,0.4886247470564112,0
2069,867,4539,Visa,FR,0.1,6.53,TN,0.35,0.13,0,0,23,3,0,78,3.7,FR,29143.64,medium,66.46,0.2152892148345734,0
2070,1061,5100,Mastercard,FR,0.15,8.21,FR,0.1,0.35,0,0,11,4,0,67,2.2,CA,17566.09,medium,25.45,0.3766450259966898,0
2071,107,5100,Mastercard,FR,0.15,7.14,FR,0.1,0.32,0,0,6,2,0,32,4.2,ES,41059.37,low,31.1,0.1096119587376404,0
2072,1321,3792,Amex,US,0.3,159.98,DE,0.1,0.52,0,0,6,3,0,74,5.1,FR,48295.66,low,99.91,0.1222142741791386,0
2073,1765,3792,Amex,US,0.3,19.31,FR,0.1,0.21,0,0,15,0,0,26,0.1,FR,17181.36,medium,7.13,0.1842433442449678,0
2074,1849,3792,Amex,US,0.3,0.64,FR,0.1,0.17,0,0,4,2,0,77,5.1,DE,44581.36,low,7.72,0.0,0
2075,1121,5100,Mastercard,FR,0.15,1.66,FR,0.1,0.16,0,0,10,3,0,70,6.3,FR,34591.81,medium,3.49,0.2211556102296347,0
2076,281,3792,Amex,US,0.3,347.28,DE,0.1,0.21,0,0,12,3,0,73,3.3,MA,17804.82,medium,141.21,0.2048873215194416,1
2077,1134,4539,Visa,FR,0.1,22.55,DE,0.1,0.3,0,0,0,2,0,33,6.7,IT,14951.79,high,53.37,0.0173238006006425,0
2078,549,4929,Visa,FR,0.1,0.41,FR,0.1,0.0,0,0,19,2,0,75,0.3,GB,20036.64,medium,0.33,0.2019081331079101,0
2079,552,3792,Amex,US,0.3,9.51,FR,0.1,0.07,0,0,5,3,0,39,4.5,IT,17692.98,medium,89.59,0.1740055497527411,0
2080,1621,6011,Discover,US,0.4,90.37,TN,0.35,0.28,0,0,3,5,0,45,1.0,CA,25798.43,medium,153.78,0.2696059237178048,1
2081,1838,3792,Amex,US,0.3,46.01,US,0.3,0.31,0,0,15,3,0,24,9.3,FR,8000.0,high,65.75,0.1045431885221165,0
2082,188,4539,Visa,FR,0.1,216.04,MA,0.4,0.2,1,1,17,1,0,32,0.2,MA,46631.83,low,152.42,0.2167298900545533,0
2083,752,6011,Discover,US,0.4,74.91,DZ,0.4,0.32,0,1,1,0,0,53,3.0,MA,14251.81,high,219.79,0.1657472961712605,0
2084,870,6011,Discover,US,0.4,15.09,FR,0.1,0.02,0,0,11,0,0,56,8.9,DZ,32507.09,medium,49.19,0.2661597963283948,0
2085,1512,6011,Discover,US,0.4,8.26,ES,0.15,0.14,0,0,17,1,0,22,6.4,ES,8000.0,high,22.88,0.259002329759953,0
2086,1378,6011,Discover,US,0.4,45.19,GB,0.2,0.14,0,0,6,1,0,47,17.9,FR,8000.0,high,55.7,0.1203786314914262,0
2087,19,5200,Mastercard,DE,0.2,202.32,CA,0.1,0.12,0,0,20,1,0,41,13.5,IT,17738.97,medium,96.92,0.3492659816507147,0
2088,859,5200,Mastercard,DE,0.2,1.48,TN,0.35,0.37,0,0,11,2,0,42,5.4,US,29114.22,medium,0.83,0.1291053695938234,0
2089,1417,6011,Discover,US,0.4,5.18,FR,0.1,0.39,0,0,1,3,0,42,1.3,DE,30505.88,medium,86.7,0.1676184919819295,1
2090,1861,6011,Discover,US,0.4,155.92,FR,0.1,0.0,0,0,8,0,0,57,3.6,FR,33861.45,medium,73.84,0.0697633680935397,0
2091,1285,6011,Discover,US,0.4,6.46,CA,0.1,0.0,0,0,1,4,0,72,6.5,FR,36754.0,medium,64.61,0.1836837864162758,0
2092,985,4539,Visa,FR,0.1,30.4,FR,0.1,0.27,0,0,11,3,0,27,6.6,GB,23970.19,medium,56.63,0.2141201812489024,0
2093,410,3792,Amex,US,0.3,294.73,US,0.3,0.16,0,0,22,1,0,52,1.3,US,8000.0,high,203.28,0.091473206021445,0
2094,1427,4929,Visa,FR,0.1,2.45,FR,0.1,0.23,1,0,16,1,0,49,6.6,TN,53295.62,low,28.82,0.1059712481829395,0
2095,1694,6011,Discover,US,0.4,0.28,GB,0.2,0.3,0,0,5,0,0,25,13.9,DZ,25114.11,medium,6.72,0.0617221508962422,0
2096,484,3792,Amex,US,0.3,13.2,TN,0.35,0.52,0,0,21,2,0,49,15.5,MA,33748.53,medium,32.95,0.1210225659325052,1
2097,1328,4539,Visa,FR,0.1,91.65,FR,0.1,0.24,0,0,4,2,0,62,3.8,TN,29002.02,medium,70.01,0.1329122379240319,0
2098,624,4539,Visa,FR,0.1,144.27,IT,0.2,0.38,0,0,22,0,0,22,8.7,FR,24655.65,medium,195.59,0.1064344457668203,0
2099,656,6011,Discover,US,0.4,105.31,IT,0.2,0.18,1,0,15,1,0,79,8.8,CA,17662.94,medium,195.17,0.2101585358173041,0
2100,768,5100,Mastercard,FR,0.15,11.74,DE,0.1,0.32,0,0,10,0,0,52,2.5,FR,42859.96,low,7.0,0.2640950608333397,0
2101,1991,4539,Visa,FR,0.1,148.5,US,0.3,0.36,0,0,15,0,0,56,1.1,GB,9396.65,high,102.03,0.2959442708996587,0
2102,18,5100,Mastercard,FR,0.15,29.64,TN,0.35,0.17,0,0,14,2,0,57,2.4,TN,61663.09,low,19.22,0.1684977051714987,0
2103,184,4539,Visa,FR,0.1,133.37,TN,0.35,0.15,1,0,7,0,0,56,1.3,FR,29325.68,medium,216.63,0.1811940082599649,0
2104,405,5100,Mastercard,FR,0.15,1.21,ES,0.15,0.18,0,0,13,2,0,35,6.6,ES,12094.34,high,61.76,0.0597093350441593,0
2105,799,5100,Mastercard,FR,0.15,10.99,GB,0.2,0.38,0,0,1,1,0,22,12.6,US,15689.41,medium,58.18,0.1796217478590094,0
2106,1921,6011,Discover,US,0.4,89.12,ES,0.15,0.36,1,0,2,4,0,54,0.7,ES,33356.81,medium,65.91,0.2872317415886871,0
2107,1155,6011,Discover,US,0.4,9.05,TN,0.35,0.0,0,0,23,2,0,36,0.3,IT,8000.0,high,6.47,0.3509770644807519,0
2108,479,3792,Amex,US,0.3,155.57,DE,0.1,0.19,0,0,4,2,0,77,3.7,US,27790.49,medium,43.38,0.2263040451345533,0
2109,1817,5100,Mastercard,FR,0.15,29.92,IT,0.2,0.31,0,0,21,0,0,54,9.4,IT,17988.64,medium,141.85,0.1464751452843598,0
2110,1781,5200,Mastercard,DE,0.2,0.52,FR,0.1,0.48,0,0,3,4,0,40,7.2,FR,32938.83,medium,3.94,0.1553004067985518,0
2111,8,4539,Visa,FR,0.1,1.1,IT,0.2,0.24,0,0,16,1,0,38,5.4,FR,35679.99,medium,7.36,0.2004199377329229,0
2112,705,6011,Discover,US,0.4,73.86,IT,0.2,0.31,0,0,11,0,0,60,3.7,FR,37491.17,medium,361.5,0.030726715896329,0
2113,1342,4929,Visa,FR,0.1,16.95,DZ,0.4,0.27,0,0,7,2,0,18,3.9,IT,29239.36,medium,22.55,0.3163389549889045,0
2114,1415,4539,Visa,FR,0.1,29.54,DZ,0.4,0.17,0,0,10,0,0,79,3.5,FR,43523.27,low,7.99,0.0338721251267983,0
2115,1543,3792,Amex,US,0.3,2.53,IT,0.2,0.05,0,0,3,0,0,22,0.2,FR,39756.9,medium,2.84,0.338075296778628,0
2116,1160,3792,Amex,US,0.3,55.08,DZ,0.4,0.06,0,0,8,3,0,59,0.9,GB,8000.0,high,74.48,0.3490338121489666,0
2117,531,5100,Mastercard,FR,0.15,64.3,FR,0.1,0.37,0,0,17,2,0,37,9.5,FR,15051.11,medium,57.47,0.1970868951515006,0
2118,913,3792,Amex,US,0.3,2.79,US,0.3,0.27,0,0,7,3,0,71,2.3,FR,54873.11,low,36.29,0.2054427275210134,0
2119,1675,6011,Discover,US,0.4,159.18,DE,0.1,0.14,0,0,5,2,0,46,2.0,FR,41611.87,low,94.23,0.1802580822482359,0
2120,1391,3792,Amex,US,0.3,12.35,DZ,0.4,0.04,0,0,7,3,0,51,0.7,TN,18090.95,medium,11.86,0.169196846188259,0
2121,1513,4539,Visa,FR,0.1,21.37,FR,0.1,0.37,0,0,11,2,0,37,1.6,IT,24457.04,medium,113.82,0.0829256222573778,0
2122,689,5200,Mastercard,DE,0.2,40.03,GB,0.2,0.1,0,0,15,3,0,29,1.5,US,8000.0,high,40.18,0.1760647377730345,1
2123,1035,5200,Mastercard,DE,0.2,20.67,DZ,0.4,0.35,0,0,3,4,0,38,3.9,MA,9390.01,high,22.79,0.2511010278770317,0
2124,553,5100,Mastercard,FR,0.15,2.41,US,0.3,0.23,0,0,16,2,0,75,5.6,TN,30287.32,medium,35.95,0.1332030661928864,0
2125,446,3792,Amex,US,0.3,91.84,DZ,0.4,0.24,0,0,12,3,0,38,10.2,TN,26065.56,medium,295.78,0.0284899856677129,0
2126,1138,3792,Amex,US,0.3,0.32,DE,0.1,0.51,0,0,17,2,0,33,5.7,FR,31985.07,medium,0.64,0.0808785383317318,0
2127,1716,5200,Mastercard,DE,0.2,11.27,IT,0.2,0.0,0,0,10,1,0,49,11.8,MA,20335.77,medium,40.13,0.1537911739358743,0
2128,706,5100,Mastercard,FR,0.15,36.44,US,0.3,0.12,0,0,16,4,0,61,3.3,GB,25791.35,medium,130.79,0.2100241964811977,0
2129,196,3792,Amex,US,0.3,1.71,ES,0.15,0.49,0,0,8,2,0,66,1.9,GB,15890.33,medium,2.01,0.3438525775392854,0
2130,860,5100,Mastercard,FR,0.15,97.14,CA,0.1,0.39,0,0,4,3,0,62,1.9,DZ,56839.7,low,152.62,0.3916318820427338,0
2131,1761,6011,Discover,US,0.4,69.54,IT,0.2,0.21,0,0,21,1,0,22,12.6,FR,39377.23,medium,63.19,0.201935494092497,0
2132,1867,4539,Visa,FR,0.1,45.11,IT,0.2,0.53,0,0,23,2,0,57,4.0,DZ,40816.39,low,14.4,0.0063256509872958,0
2133,1347,6011,Discover,US,0.4,18.93,TN,0.35,0.4,1,0,13,4,0,79,3.0,TN,41440.04,low,17.52,0.1611554170397665,0
2134,1960,3792,Amex,US,0.3,55.35,FR,0.1,0.17,0,0,2,3,0,27,1.3,CA,20738.16,medium,63.44,0.058446607071182,0
2135,1797,3792,Amex,US,0.3,60.81,GB,0.2,0.09,0,1,15,3,0,60,11.3,MA,40182.66,low,32.33,0.1375662348743833,0
2136,1536,3792,Amex,US,0.3,91.75,CA,0.1,0.46,0,0,17,2,0,77,0.8,IT,48575.44,low,91.76,0.3061375336629184,0
2137,628,5200,Mastercard,DE,0.2,8.65,ES,0.15,0.13,0,0,2,2,0,20,0.9,FR,31889.76,medium,47.81,0.1678736330739924,0
2138,981,5200,Mastercard,DE,0.2,20.76,ES,0.15,0.29,0,0,13,2,0,22,1.9,MA,21455.23,medium,54.93,0.089491023764185,0
2139,1686,3792,Amex,US,0.3,578.02,TN,0.35,0.47,0,0,21,3,0,50,4.0,MA,55178.64,low,437.28,0.3216357618401086,0
2140,630,3792,Amex,US,0.3,123.27,DZ,0.4,0.28,0,0,15,1,0,43,4.3,GB,32955.4,medium,91.93,0.3129850592330795,0
2141,1189,4539,Visa,FR,0.1,198.37,ES,0.15,0.25,0,0,16,1,0,34,1.5,MA,38403.56,medium,45.67,0.0501421002773009,0
2142,1276,4539,Visa,FR,0.1,5.66,FR,0.1,0.0,0,0,1,3,0,23,10.6,CA,22785.64,medium,5.74,0.3111587313220277,0
2143,1803,5100,Mastercard,FR,0.15,215.65,ES,0.15,0.4,1,0,7,2,0,62,3.4,GB,8000.0,high,93.84,0.1208341341544902,0
2144,44,5100,Mastercard,FR,0.15,0.58,MA,0.4,0.0,0,0,23,0,0,33,0.7,DE,27875.85,medium,10.38,0.0459377212610007,0
2145,1494,5200,Mastercard,DE,0.2,3.46,US,0.3,0.45,0,0,21,4,0,46,7.9,DZ,8000.0,high,4.14,0.2548699899860669,0
2146,489,4929,Visa,FR,0.1,43.76,FR,0.1,0.0,0,0,23,1,0,42,1.1,MA,36444.37,medium,17.34,0.2094714251857278,0
2147,181,4539,Visa,FR,0.1,14.99,CA,0.1,0.13,0,0,13,3,0,43,1.8,FR,41364.94,low,44.26,0.1403620164009593,0
2148,1101,5100,Mastercard,FR,0.15,1.49,CA,0.1,0.43,1,0,13,1,0,77,8.7,TN,15979.82,medium,8.84,0.3626714365996052,0
2149,374,4539,Visa,FR,0.1,13.61,IT,0.2,0.47,0,0,14,3,0,76,3.0,GB,34496.62,medium,31.54,0.1466955564613303,0
2150,628,4539,Visa,FR,0.1,75.13,DE,0.1,0.26,0,0,23,0,0,20,0.9,FR,31889.76,medium,47.81,0.1678736330739924,0
2151,957,6011,Discover,US,0.4,1.38,DE,0.1,0.2,0,0,4,1,0,67,0.3,MA,39402.5,medium,15.56,0.2534386305535943,0
2152,67,4929,Visa,FR,0.1,56.41,DZ,0.4,0.27,0,0,14,1,0,67,5.0,FR,15403.27,medium,61.51,0.3021383139083205,0
2153,1549,4539,Visa,FR,0.1,11.38,FR,0.1,0.0,1,0,15,2,0,45,10.1,FR,8000.0,high,78.05,0.1093893469423337,0
2154,1116,6011,Discover,US,0.4,17.8,MA,0.4,0.41,0,0,3,1,0,37,10.6,DZ,42385.9,low,31.12,0.1350553600567448,0
2155,1782,4929,Visa,FR,0.1,50.68,ES,0.15,0.16,0,0,22,2,0,49,9.7,CA,58039.04,low,14.99,0.3611114982411957,0
2156,779,6011,Discover,US,0.4,23.53,ES,0.15,0.21,0,0,13,3,0,76,2.8,CA,19964.93,medium,108.39,0.2504781118239167,1
2157,651,6011,Discover,US,0.4,0.72,ES,0.15,0.26,0,0,9,2,0,65,3.3,FR,27869.89,medium,20.75,0.2196827221979218,0
2158,1877,4929,Visa,FR,0.1,2.43,TN,0.35,0.29,0,0,16,0,0,73,10.7,CA,31181.9,medium,4.36,0.2863212622505253,0
2159,1268,4539,Visa,FR,0.1,105.5,FR,0.1,0.32,0,0,10,1,0,23,1.2,TN,32668.75,medium,122.38,0.2355541513332393,0
2160,341,4539,Visa,FR,0.1,17.47,FR,0.1,0.43,0,0,6,2,0,50,0.5,FR,45818.9,low,49.48,0.3495124410196477,0
2161,903,5100,Mastercard,FR,0.15,144.83,MA,0.4,0.44,0,0,7,3,0,23,0.1,FR,23454.61,medium,185.59,0.1345124026042209,0
2162,1809,4539,Visa,FR,0.1,450.3,TN,0.35,0.25,1,0,18,1,0,35,0.3,GB,55350.36,low,146.86,0.0455601821122576,0
2163,1328,4539,Visa,FR,0.1,26.16,FR,0.1,0.36,0,0,14,2,0,62,3.8,TN,29002.02,medium,70.01,0.1329122379240319,0
2164,398,4539,Visa,FR,0.1,58.35,FR,0.1,0.38,0,0,23,3,0,52,3.7,FR,8000.0,high,157.59,0.2202390457309134,0
2165,703,5100,Mastercard,FR,0.15,1.94,US,0.3,0.0,0,0,21,1,0,57,5.3,FR,34584.22,medium,2.94,0.2361856865648856,0
2166,1472,4929,Visa,FR,0.1,80.54,TN,0.35,0.18,0,0,2,2,0,72,0.3,ES,21300.4,medium,111.21,0.08297305988783,0
2167,97,5100,Mastercard,FR,0.15,0.17,TN,0.35,0.11,0,0,12,2,0,35,0.3,DZ,52485.52,low,125.93,0.2576690146784124,0
2168,1355,4539,Visa,FR,0.1,34.66,DE,0.1,0.25,0,0,13,2,0,67,2.5,DZ,32984.95,medium,36.23,0.2488197776891286,0
2169,1229,3792,Amex,US,0.3,624.46,IT,0.2,0.44,0,0,5,2,0,32,0.9,FR,20295.82,medium,105.2,0.1315799900438262,0
2170,449,4539,Visa,FR,0.1,4.5,US,0.3,0.37,0,0,5,5,0,45,5.2,FR,36508.21,medium,13.02,0.2975394420665162,0
2171,1442,5100,Mastercard,FR,0.15,11.66,ES,0.15,0.37,0,0,19,2,0,70,0.2,FR,8000.0,high,11.7,0.2949350689351943,0
2172,1673,6011,Discover,US,0.4,0.94,IT,0.2,0.19,0,0,20,3,0,18,1.0,FR,25887.34,medium,201.85,0.2241600523585666,0
2173,77,6011,Discover,US,0.4,65.38,DE,0.1,0.19,0,0,20,4,0,24,3.1,MA,43751.17,low,70.52,0.2846407127836525,0
2174,896,5100,Mastercard,FR,0.15,12.36,IT,0.2,0.16,0,0,21,0,0,77,0.5,CA,14056.35,high,20.86,0.2966819834478859,0
2175,549,5200,Mastercard,DE,0.2,0.25,IT,0.2,0.12,0,0,21,0,0,75,0.3,GB,20036.64,medium,0.33,0.2019081331079101,0
2176,798,6011,Discover,US,0.4,8.75,FR,0.1,0.34,0,0,18,5,0,70,3.3,MA,35325.47,medium,11.14,0.1258696631062747,0
2177,1449,3792,Amex,US,0.3,4.77,DE,0.1,0.17,0,0,14,2,0,23,17.5,US,42022.71,low,24.51,0.1748431871996903,0
2178,1453,5100,Mastercard,FR,0.15,11.77,IT,0.2,0.05,1,0,1,2,0,25,7.0,DZ,8000.0,high,8.01,0.013403545170573,1
2179,1509,6011,Discover,US,0.4,15.67,US,0.3,0.29,0,0,0,4,0,43,6.0,DE,36854.51,medium,19.33,0.3468509275727493,0
2180,815,6011,Discover,US,0.4,22.43,GB,0.2,0.26,1,0,0,4,0,75,0.1,MA,61714.98,low,71.21,0.0724876244508815,0
2181,1022,4929,Visa,FR,0.1,183.89,DE,0.1,0.29,0,0,23,2,0,48,0.5,FR,49220.89,low,66.37,0.2740539918028889,0
2182,135,4539,Visa,FR,0.1,0.93,FR,0.1,0.47,0,0,19,3,0,26,1.1,FR,25136.46,medium,72.33,0.123826795651868,0
2183,654,6011,Discover,US,0.4,42.03,DZ,0.4,0.25,0,0,12,2,0,53,0.7,TN,32234.58,medium,32.47,0.2310753431727718,0
2184,1278,6011,Discover,US,0.4,47.19,US,0.3,0.15,1,0,20,2,0,74,0.2,FR,51359.43,low,98.3,0.0113162491892276,0
2185,1584,4929,Visa,FR,0.1,2.39,IT,0.2,0.15,0,0,7,2,0,69,4.2,FR,45177.71,low,3.23,0.0656801780323073,0
2186,1279,5100,Mastercard,FR,0.15,2.37,TN,0.35,0.11,0,0,15,2,0,50,5.6,IT,51919.26,low,6.87,0.1625775374957466,0
2187,646,5100,Mastercard,FR,0.15,15.76,US,0.3,0.14,0,0,9,2,0,22,1.3,CA,13782.94,high,40.68,0.152636024958731,0
2188,1826,4929,Visa,FR,0.1,1.72,CA,0.1,0.06,1,0,11,2,0,38,0.8,MA,23532.8,medium,112.47,0.2243149771613615,0
2189,720,4929,Visa,FR,0.1,128.68,CA,0.1,0.27,0,0,22,3,0,25,5.0,ES,15466.06,medium,98.32,0.1602238108653149,0
2190,1523,5200,Mastercard,DE,0.2,435.77,MA,0.4,0.15,0,0,19,2,0,43,10.2,DE,33444.62,medium,351.25,0.1298505958930613,0
2191,613,4539,Visa,FR,0.1,226.82,DZ,0.4,0.27,0,0,11,2,0,79,4.7,FR,40450.96,low,213.51,0.2517190530383378,0
2192,484,4929,Visa,FR,0.1,69.3,CA,0.1,0.2,0,0,15,1,0,49,15.5,MA,33748.53,medium,32.95,0.1210225659325052,1
2193,1070,4539,Visa,FR,0.1,38.87,MA,0.4,0.23,0,0,22,4,0,74,4.1,IT,18027.14,medium,16.79,0.1179771484027544,0
2194,1467,6011,Discover,US,0.4,20.87,FR,0.1,0.51,0,0,2,1,0,74,4.6,DE,33222.11,medium,25.67,0.2412822079022819,0
2195,1606,3792,Amex,US,0.3,23.49,TN,0.35,0.42,0,0,21,1,0,68,14.4,DZ,15713.47,medium,20.34,0.0722950365403953,0
2196,648,5100,Mastercard,FR,0.15,0.14,FR,0.1,0.02,0,0,1,3,0,33,4.3,FR,40473.31,low,13.07,0.3850047330050701,0
2197,792,4929,Visa,FR,0.1,21.28,CA,0.1,0.16,0,0,5,3,0,48,3.3,FR,41173.48,low,11.36,0.2451064881637557,0
2198,579,3792,Amex,US,0.3,182.03,DE,0.1,0.0,1,0,21,0,0,64,1.3,GB,55052.44,low,107.39,0.1678390912468984,0
2199,1028,5100,Mastercard,FR,0.15,0.73,MA,0.4,0.19,0,0,14,2,0,54,0.6,TN,31032.93,medium,35.52,0.1146559079931957,0
2200,1760,5200,Mastercard,DE,0.2,24.6,TN,0.35,0.3,0,0,2,1,0,37,3.1,US,36170.94,medium,31.43,0.3338410316216181,0
2201,1,5100,Mastercard,FR,0.15,153.24,FR,0.1,0.41,0,0,8,3,0,56,10.8,TN,36367.1,medium,64.62,0.1597522805298321,0
2202,1314,4929,Visa,FR,0.1,1.41,FR,0.1,0.4,0,0,20,1,0,71,10.9,US,46378.37,low,7.05,0.1655203877005817,0
2203,109,3792,Amex,US,0.3,31.92,ES,0.15,0.3,0,0,4,1,0,31,3.9,GB,30637.24,medium,73.4,0.2368385491334677,0
2204,1801,3792,Amex,US,0.3,17.9,DE,0.1,0.11,0,0,0,2,0,75,23.1,GB,25321.47,medium,44.51,0.0577878135669569,0
2205,1599,3792,Amex,US,0.3,0.48,ES,0.15,0.38,0,0,19,0,0,51,0.7,MA,47476.86,low,1.09,0.3442106116768143,0
2206,460,5100,Mastercard,FR,0.15,3.86,DZ,0.4,0.26,0,0,0,2,0,34,4.4,FR,26703.74,medium,90.12,0.148490451648196,0
2207,266,4539,Visa,FR,0.1,17.23,ES,0.15,0.28,0,0,0,4,0,58,11.3,FR,8000.0,high,52.67,0.1203379120187675,0
2208,1162,4539,Visa,FR,0.1,2.51,US,0.3,0.54,0,0,12,0,0,39,2.4,US,34798.29,medium,7.18,0.0931171769370355,0
2209,1458,5100,Mastercard,FR,0.15,158.37,IT,0.2,0.11,0,0,6,2,0,46,4.1,CA,10299.38,high,78.83,0.1542825852856971,0
2210,44,4929,Visa,FR,0.1,4.51,FR,0.1,0.56,0,0,4,2,0,33,0.7,DE,27875.85,medium,10.38,0.0459377212610007,0
2211,886,5100,Mastercard,FR,0.15,9.29,CA,0.1,0.52,0,0,7,1,0,25,0.0,ES,34349.29,medium,15.67,0.1653044550065098,0
2212,1534,4539,Visa,FR,0.1,68.57,US,0.3,0.26,0,0,19,2,0,64,2.6,FR,40231.44,low,143.08,0.1789451500261966,0
2213,944,5100,Mastercard,FR,0.15,0.28,CA,0.1,0.28,0,0,8,1,0,55,1.3,TN,32679.76,medium,2.19,0.3070566308480867,0
2214,983,3792,Amex,US,0.3,385.15,DE,0.1,0.14,0,0,11,0,0,42,0.5,ES,15047.74,medium,82.98,0.1366145361722777,0
2215,262,4929,Visa,FR,0.1,111.78,US,0.3,0.28,0,0,9,1,0,71,0.2,GB,45912.21,low,63.96,0.1326907560821906,0
2216,728,4929,Visa,FR,0.1,2.43,DZ,0.4,0.26,1,0,13,3,0,58,1.5,FR,44237.61,low,3.12,0.1141233491127026,0
2217,633,5200,Mastercard,DE,0.2,41.63,FR,0.1,0.15,0,0,19,1,0,54,3.5,MA,34097.99,medium,64.34,0.2053887421891022,0
2218,152,5100,Mastercard,FR,0.15,56.18,ES,0.15,0.14,0,0,13,2,0,75,1.0,CA,8000.0,high,53.62,0.2782696872246664,0
2219,213,6011,Discover,US,0.4,150.3,GB,0.2,0.21,0,0,1,2,0,76,1.7,FR,16544.3,medium,380.34,0.0860850268477265,0
2220,1016,6011,Discover,US,0.4,0.14,FR,0.1,0.25,0,0,13,4,0,65,1.3,GB,8000.0,high,2.74,0.0718376550150949,0
2221,1258,6011,Discover,US,0.4,11.33,FR,0.1,0.0,0,0,18,4,0,51,3.2,US,18167.45,medium,21.87,0.3087455738680692,0
2222,863,3792,Amex,US,0.3,419.0,FR,0.1,0.42,0,0,2,3,0,23,4.8,GB,48839.59,low,101.36,0.1887535423573486,1
2223,623,6011,Discover,US,0.4,8.23,DE,0.1,0.18,0,0,0,3,0,56,3.6,CA,50521.95,low,40.86,0.3189876171681861,0
2224,1978,5100,Mastercard,FR,0.15,10.09,FR,0.1,0.2,0,0,17,1,0,67,2.5,DZ,46066.25,low,13.45,0.1954203463277554,0
