transaction_id,customer_id,bin,card_type,issuer_country,issuer_risk,amount,transaction_country,country_risk,device_risk,new_device,geo_anomaly,hour,velocity_24h,is_fraud
1274,1496,4929,Visa,FR,0.1,53.55,DE,0.1,0.52,0,0,9,2,0
1275,818,5100,Mastercard,FR,0.15,1.08,GB,0.2,0.08,0,0,19,3,0
1276,1745,3792,Amex,US,0.3,47.89,TN,0.35,0.18,0,0,22,3,0
1277,1647,5100,Mastercard,FR,0.15,8.85,TN,0.35,0.43,0,0,3,0,0
1278,948,5200,Mastercard,DE,0.2,37.93,FR,0.1,0.59,0,0,2,0,0
1279,500,6011,Discover,US,0.4,49.53,MA,0.4,0.24,0,0,12,1,0
1280,1673,4539,Visa,FR,0.1,257.71,IT,0.2,0.3,0,0,13,2,0
1281,1379,4929,Visa,FR,0.1,63.38,ES,0.15,0.07,0,0,10,0,0
1282,1940,3792,Amex,US,0.3,317.09,FR,0.1,0.21,0,0,14,1,0
1283,1235,5100,Mastercard,FR,0.15,0.47,ES,0.15,0.41,0,0,1,2,0
1284,658,5200,Mastercard,DE,0.2,0.82,MA,0.4,0.3,0,0,2,2,0
1285,1620,5100,Mastercard,FR,0.15,71.13,GB,0.2,0.51,0,0,22,1,0
1286,1054,5200,Mastercard,DE,0.2,7.19,FR,0.1,0.04,0,0,9,0,0
1287,577,5100,Mastercard,FR,0.15,119.43,US,0.3,0.03,0,0,20,1,0
1288,1048,3792,Amex,US,0.3,41.5,GB,0.2,0.15,0,0,8,2,0
1289,984,3792,Amex,US,0.3,10.3,DE,0.1,0.15,1,0,10,5,0
1290,1967,4929,Visa,FR,0.1,200.68,ES,0.15,0.39,0,0,10,2,0
1291,723,3792,Amex,US,0.3,202.37,MA,0.4,0.19,0,0,23,1,0
1292,222,5200,Mastercard,DE,0.2,3.65,DZ,0.4,0.07,1,0,20,2,0
1293,602,4929,Visa,FR,0.1,28.75,DE,0.1,0.31,0,0,2,6,0
1294,1642,3792,Amex,US,0.3,5.32,FR,0.1,0.13,0,0,7,3,0
1295,684,4539,Visa,FR,0.1,42.16,TN,0.35,0.09,0,0,12,3,0
1296,742,5200,Mastercard,DE,0.2,7.46,CA,0.1,0.41,0,0,4,1,0
1297,925,4929,Visa,FR,0.1,16.31,FR,0.1,0.44,0,0,23,1,0
1298,1613,5200,Mastercard,DE,0.2,80.24,US,0.3,0.4,0,0,20,1,0
1299,580,4929,Visa,FR,0.1,62.88,DE,0.1,0.12,0,0,9,1,0
1300,1901,5200,Mastercard,DE,0.2,1.41,CA,0.1,0.16,0,0,5,1,0
1301,401,4539,Visa,FR,0.1,2.21,FR,0.1,0.33,0,0,19,2,0
1302,1889,3792,Amex,US,0.3,4.45,GB,0.2,0.36,0,0,1,1,0
1303,901,5100,Mastercard,FR,0.15,4.61,FR,0.1,0.22,0,0,3,3,0
1304,1628,5100,Mastercard,FR,0.15,15.83,MA,0.4,0.43,0,0,16,0,0
1305,512,5100,Mastercard,FR,0.15,51.05,TN,0.35,0.0,0,0,2,3,0
1306,88,4929,Visa,FR,0.1,26.37,GB,0.2,0.16,0,0,21,2,0
1307,1489,3792,Amex,US,0.3,36.88,FR,0.1,0.58,0,0,22,7,0
1308,50,6011,Discover,US,0.4,10.63,FR,0.1,0.25,1,0,23,0,0
1309,103,4929,Visa,FR,0.1,23.59,US,0.3,0.18,0,0,9,4,0
1310,368,4929,Visa,FR,0.1,127.32,GB,0.2,0.32,0,1,2,1,0
1311,936,4929,Visa,FR,0.1,270.11,DZ,0.4,0.11,0,0,10,2,0
1312,1516,6011,Discover,US,0.4,260.55,FR,0.1,0.0,0,0,1,5,0
1313,1582,4929,Visa,FR,0.1,2.0,US,0.3,0.7,0,0,15,3,0
1314,1715,3792,Amex,US,0.3,154.13,CA,0.1,0.12,0,0,18,1,0
1315,1803,5100,Mastercard,FR,0.15,11.46,FR,0.1,0.28,0,0,10,3,0
1316,1292,5200,Mastercard,DE,0.2,1.85,FR,0.1,0.28,0,0,18,1,0
1317,1421,4929,Visa,FR,0.1,105.67,GB,0.2,0.32,0,0,15,4,0
1318,1344,3792,Amex,US,0.3,13.1,DZ,0.4,0.13,0,0,5,2,0
1319,1544,4539,Visa,FR,0.1,11.15,US,0.3,0.0,0,0,19,0,0
1320,1473,5200,Mastercard,DE,0.2,50.71,ES,0.15,0.15,0,0,20,2,0
1321,1801,4929,Visa,FR,0.1,43.24,FR,0.1,0.25,0,0,14,1,0
1322,1500,4929,Visa,FR,0.1,7.54,MA,0.4,0.27,0,0,16,2,0
1323,898,5200,Mastercard,DE,0.2,27.21,ES,0.15,0.48,0,0,17,2,0
1324,1614,5200,Mastercard,DE,0.2,1.0,FR,0.1,0.21,0,0,14,3,0
1325,909,4929,Visa,FR,0.1,85.0,CA,0.1,0.28,1,0,9,1,0
1326,1264,3792,Amex,US,0.3,90.14,FR,0.1,0.13,0,0,16,0,0
1327,258,4539,Visa,FR,0.1,398.64,CA,0.1,0.16,0,0,21,1,0
1328,1732,3792,Amex,US,0.3,139.79,FR,0.1,0.55,0,0,7,1,0
1329,1996,6011,Discover,US,0.4,2.88,FR,0.1,0.14,0,0,22,1,0
1330,1968,5100,Mastercard,FR,0.15,5.76,MA,0.4,0.19,0,0,14,2,0
1331,1866,5100,Mastercard,FR,0.15,18.74,IT,0.2,0.41,0,0,9,2,0
1332,1667,5100,Mastercard,FR,0.15,128.58,DZ,0.4,0.54,0,0,18,3,0
1333,1988,4929,Visa,FR,0.1,26.88,IT,0.2,0.37,1,0,1,1,0
1334,390,4539,Visa,FR,0.1,514.04,DE,0.1,0.37,0,1,14,0,0
1335,1367,4539,Visa,FR,0.1,2.45,FR,0.1,0.06,0,0,3,0,0
1336,773,6011,Discover,US,0.4,34.8,MA,0.4,0.33,0,0,0,0,0
1337,754,4929,Visa,FR,0.1,61.11,TN,0.35,0.2,0,0,11,3,0
1338,1411,4929,Visa,FR,0.1,0.06,DZ,0.4,0.32,0,0,7,0,0
1339,394,4929,Visa,FR,0.1,138.06,FR,0.1,0.21,0,0,9,0,0
1340,683,4539,Visa,FR,0.1,2.58,IT,0.2,0.16,0,0,3,4,0
1341,1683,4929,Visa,FR,0.1,18.58,DE,0.1,0.03,0,0,17,1,0
1342,270,5200,Mastercard,DE,0.2,36.01,ES,0.15,0.24,0,0,7,1,0
1343,149,5200,Mastercard,DE,0.2,22.41,DZ,0.4,0.28,0,0,2,2,0
1344,1404,5200,Mastercard,DE,0.2,1.21,CA,0.1,0.0,0,0,10,2,0
1345,811,4929,Visa,FR,0.1,9.91,ES,0.15,0.16,0,0,13,1,0
1346,28,5200,Mastercard,DE,0.2,46.87,MA,0.4,0.21,0,0,15,5,0
1347,1173,6011,Discover,US,0.4,10.8,DZ,0.4,0.34,0,0,0,4,0
1348,1444,4929,Visa,FR,0.1,7.58,US,0.3,0.16,0,0,19,4,0
1349,280,6011,Discover,US,0.4,13.97,FR,0.1,0.34,0,0,14,1,0
1350,1206,5200,Mastercard,DE,0.2,3.62,TN,0.35,0.29,0,0,11,0,0
1351,166,4929,Visa,FR,0.1,50.24,IT,0.2,0.38,0,0,14,0,0
1352,17,3792,Amex,US,0.3,43.04,DZ,0.4,0.17,0,0,15,2,0
1353,1174,5100,Mastercard,FR,0.15,100.0,DZ,0.4,0.21,0,0,3,3,0
1354,339,3792,Amex,US,0.3,25.46,IT,0.2,0.34,0,0,6,2,0
1355,1069,5100,Mastercard,FR,0.15,204.22,ES,0.15,0.1,0,0,4,2,0
1356,1526,5100,Mastercard,FR,0.15,39.8,IT,0.2,0.24,0,0,20,3,0
1357,842,5200,Mastercard,DE,0.2,2.37,ES,0.15,0.4,0,0,13,2,0
1358,189,5100,Mastercard,FR,0.15,48.2,FR,0.1,0.15,0,0,9,3,0
1359,651,5100,Mastercard,FR,0.15,83.15,ES,0.15,0.3,0,1,11,3,0
1360,1085,3792,Amex,US,0.3,0.21,FR,0.1,0.25,0,0,13,0,0
1361,294,5100,Mastercard,FR,0.15,6.81,FR,0.1,0.47,0,0,18,2,0
1362,1858,4929,Visa,FR,0.1,7.71,GB,0.2,0.26,0,0,17,2,0
1363,1057,6011,Discover,US,0.4,66.52,DE,0.1,0.33,1,0,20,3,0
1364,1323,6011,Discover,US,0.4,15.19,US,0.3,0.22,0,0,17,3,0
1365,415,4929,Visa,FR,0.1,47.22,FR,0.1,0.17,0,1,23,4,0
1366,1648,5200,Mastercard,DE,0.2,11.63,GB,0.2,0.28,0,0,22,2,0
1367,803,3792,Amex,US,0.3,1.75,FR,0.1,0.16,0,0,1,1,0
1368,1573,4539,Visa,FR,0.1,16.4,US,0.3,0.41,0,0,10,5,0
1369,431,6011,Discover,US,0.4,119.36,FR,0.1,0.43,0,0,14,6,0
1370,1519,3792,Amex,US,0.3,2.02,IT,0.2,0.26,0,0,4,4,0
1371,1124,6011,Discover,US,0.4,1.77,FR,0.1,0.18,0,0,4,3,0
1372,1047,4539,Visa,FR,0.1,18.2,GB,0.2,0.28,0,0,19,1,0
1373,1444,5100,Mastercard,FR,0.15,4.22,DE,0.1,0.06,0,0,6,1,0
1374,1448,4539,Visa,FR,0.1,10.0,IT,0.2,0.14,0,0,1,1,0
1375,487,5100,Mastercard,FR,0.15,23.22,FR,0.1,0.09,0,0,21,3,0
1376,1754,6011,Discover,US,0.4,24.41,FR,0.1,0.14,1,0,0,1,0
1377,89,3792,Amex,US,0.3,44.99,FR,0.1,0.16,0,0,0,2,0
1378,1233,3792,Amex,US,0.3,167.95,DE,0.1,0.06,0,0,14,3,0
1379,271,5200,Mastercard,DE,0.2,15.33,FR,0.1,0.21,0,0,0,3,0
1380,1957,6011,Discover,US,0.4,27.43,IT,0.2,0.22,0,0,5,1,0
1381,1773,5200,Mastercard,DE,0.2,0.06,DZ,0.4,0.34,0,0,12,1,0
1382,900,6011,Discover,US,0.4,21.93,IT,0.2,0.27,0,0,6,3,0
1383,1430,5100,Mastercard,FR,0.15,6.04,DE,0.1,0.46,0,0,11,2,0
1384,1745,6011,Discover,US,0.4,531.71,US,0.3,0.34,0,0,3,1,0
1385,278,6011,Discover,US,0.4,9.8,ES,0.15,0.6,0,0,9,2,0
1386,206,5100,Mastercard,FR,0.15,2.46,MA,0.4,0.08,0,0,7,5,0
1387,1614,4929,Visa,FR,0.1,116.24,DE,0.1,0.4,0,0,17,2,0
1388,913,4929,Visa,FR,0.1,30.85,GB,0.2,0.01,0,0,21,3,0
1389,328,6011,Discover,US,0.4,2.26,MA,0.4,0.41,0,0,10,6,0
1390,1634,4929,Visa,FR,0.1,308.21,MA,0.4,0.31,0,0,5,2,0
1391,858,3792,Amex,US,0.3,1.17,US,0.3,0.22,0,0,15,0,0
1392,877,6011,Discover,US,0.4,10.63,FR,0.1,0.28,0,0,18,4,0
1393,862,4539,Visa,FR,0.1,4.13,FR,0.1,0.18,0,0,21,1,0
1394,336,5100,Mastercard,FR,0.15,8.41,IT,0.2,0.16,0,0,2,3,0
1395,606,5200,Mastercard,DE,0.2,16.93,FR,0.1,0.32,0,0,5,2,0
1396,592,5100,Mastercard,FR,0.15,0.88,DZ,0.4,0.01,0,0,10,1,0
1397,1062,6011,Discover,US,0.4,16.56,US,0.3,0.3,0,0,4,1,0
1398,1014,4539,Visa,FR,0.1,12.42,ES,0.15,0.23,0,0,17,0,0
1399,1944,5100,Mastercard,FR,0.15,0.29,FR,0.1,0.2,0,0,13,1,0
1400,1252,5200,Mastercard,DE,0.2,39.05,DZ,0.4,0.18,0,0,4,3,0
1401,1507,5200,Mastercard,DE,0.2,7.52,TN,0.35,0.29,0,0,16,1,0
1402,1158,4539,Visa,FR,0.1,17.31,ES,0.15,0.4,0,0,7,5,0
1403,708,5200,Mastercard,DE,0.2,45.13,FR,0.1,0.58,1,0,19,2,0
1404,978,3792,Amex,US,0.3,30.53,IT,0.2,0.42,0,0,17,1,0
1405,1414,5200,Mastercard,DE,0.2,11.81,US,0.3,0.37,1,0,22,1,0
1406,1818,4539,Visa,FR,0.1,217.75,FR,0.1,0.13,0,0,22,4,0
1407,1637,4539,Visa,FR,0.1,303.45,IT,0.2,0.16,1,0,21,2,0
1408,425,5100,Mastercard,FR,0.15,0.06,IT,0.2,0.25,0,0,15,3,0
1409,587,5200,Mastercard,DE,0.2,135.65,FR,0.1,0.32,0,0,3,5,0
1410,806,5200,Mastercard,DE,0.2,0.68,CA,0.1,0.18,1,0,11,2,0
1411,1534,6011,Discover,US,0.4,6.26,TN,0.35,0.43,0,0,18,0,0
1412,720,6011,Discover,US,0.4,32.41,US,0.3,0.15,1,0,23,2,0
1413,1619,4539,Visa,FR,0.1,94.77,TN,0.35,0.06,0,0,2,0,0
1414,1451,6011,Discover,US,0.4,41.33,DE,0.1,0.41,0,0,21,0,0
1415,949,5100,Mastercard,FR,0.15,34.17,GB,0.2,0.29,0,0,1,5,0
1416,655,5100,Mastercard,FR,0.15,11.78,DE,0.1,0.21,0,0,23,1,0
1417,474,3792,Amex,US,0.3,75.01,US,0.3,0.04,0,0,7,2,0
1418,568,3792,Amex,US,0.3,111.2,MA,0.4,0.4,0,0,4,4,0
1419,1385,4539,Visa,FR,0.1,47.67,FR,0.1,0.61,0,1,0,5,0
1420,1976,5100,Mastercard,FR,0.15,150.59,FR,0.1,0.32,0,0,4,4,0
1421,1823,5100,Mastercard,FR,0.15,70.28,FR,0.1,0.15,0,0,13,2,0
1422,211,3792,Amex,US,0.3,38.05,DE,0.1,0.29,0,0,3,0,0
1423,1977,6011,Discover,US,0.4,58.71,DZ,0.4,0.33,0,0,7,0,0
1424,1203,3792,Amex,US,0.3,41.38,IT,0.2,0.32,0,0,15,0,0
1425,1944,4539,Visa,FR,0.1,1.16,ES,0.15,0.13,0,0,4,4,0
1426,1082,5100,Mastercard,FR,0.15,0.38,MA,0.4,0.17,0,0,10,1,0
1427,1097,4539,Visa,FR,0.1,7.32,MA,0.4,0.14,0,0,12,2,0
1428,215,3792,Amex,US,0.3,2.14,GB,0.2,0.31,0,0,7,1,0
1429,900,5200,Mastercard,DE,0.2,52.02,IT,0.2,0.24,0,0,10,4,0
1430,1802,3792,Amex,US,0.3,2.07,DE,0.1,0.42,0,0,2,2,0
1431,1983,5100,Mastercard,FR,0.15,5.34,DZ,0.4,0.29,0,0,0,3,0
1432,1097,4539,Visa,FR,0.1,33.21,MA,0.4,0.36,1,0,3,1,0
1433,467,6011,Discover,US,0.4,75.28,CA,0.1,0.21,0,0,18,3,0
1434,1295,6011,Discover,US,0.4,32.53,GB,0.2,0.0,0,0,13,1,0
1435,1523,5100,Mastercard,FR,0.15,1040.12,FR,0.1,0.45,0,0,21,1,0
1436,354,3792,Amex,US,0.3,30.38,US,0.3,0.27,0,0,1,2,0
1437,1258,3792,Amex,US,0.3,9.17,DE,0.1,0.31,0,0,13,0,0
1438,1343,4929,Visa,FR,0.1,51.69,GB,0.2,0.37,1,0,6,2,0
1439,1043,3792,Amex,US,0.3,38.74,DZ,0.4,0.29,0,0,10,5,0
1440,625,5100,Mastercard,FR,0.15,18.72,FR,0.1,0.0,0,0,2,0,0
1441,1599,4539,Visa,FR,0.1,2.04,TN,0.35,0.2,0,0,16,1,0
1442,372,4539,Visa,FR,0.1,1.41,FR,0.1,0.18,0,0,14,2,0
1443,184,4929,Visa,FR,0.1,1.39,FR,0.1,0.18,0,0,20,2,0
1444,1301,6011,Discover,US,0.4,0.21,FR,0.1,0.22,1,0,3,1,0
1445,674,5100,Mastercard,FR,0.15,99.3,DZ,0.4,0.26,0,0,18,1,0
1446,755,3792,Amex,US,0.3,10.65,ES,0.15,0.54,0,0,9,4,0
1447,1169,5200,Mastercard,DE,0.2,2.95,FR,0.1,0.33,0,0,16,1,0
1448,1682,4539,Visa,FR,0.1,206.72,IT,0.2,0.36,0,0,16,2,0
1449,1105,5100,Mastercard,FR,0.15,67.27,IT,0.2,0.18,0,0,11,0,0
1450,322,4929,Visa,FR,0.1,254.28,IT,0.2,0.47,0,0,14,5,0
1451,435,5200,Mastercard,DE,0.2,3.35,TN,0.35,0.27,0,0,10,5,0
1452,1857,6011,Discover,US,0.4,6.43,DZ,0.4,0.25,0,0,13,4,0
1453,1067,5100,Mastercard,FR,0.15,106.42,FR,0.1,0.0,0,0,14,2,0
1454,1337,3792,Amex,US,0.3,77.35,DZ,0.4,0.36,0,0,12,4,0
1455,1930,6011,Discover,US,0.4,37.5,FR,0.1,0.39,0,0,1,1,0
1456,293,4539,Visa,FR,0.1,8.65,MA,0.4,0.39,0,0,4,0,0
1457,688,3792,Amex,US,0.3,228.92,GB,0.2,0.04,0,0,19,1,0
1458,888,4929,Visa,FR,0.1,15.39,DE,0.1,0.39,0,0,5,2,0
1459,69,4539,Visa,FR,0.1,22.52,IT,0.2,0.2,0,0,14,0,0
1460,56,5200,Mastercard,DE,0.2,10.24,TN,0.35,0.06,0,0,10,5,0
1461,631,4539,Visa,FR,0.1,1.7,US,0.3,0.57,0,0,0,2,0
1462,1228,3792,Amex,US,0.3,5.08,FR,0.1,0.48,0,0,23,2,0
1463,420,6011,Discover,US,0.4,48.8,CA,0.1,0.35,0,0,11,0,0
1464,1951,5100,Mastercard,FR,0.15,58.97,CA,0.1,0.33,0,0,16,3,0
1465,567,5100,Mastercard,FR,0.15,6.85,FR,0.1,0.48,1,0,0,1,0
1466,550,5100,Mastercard,FR,0.15,0.45,IT,0.2,0.18,0,0,1,4,0
1467,243,4929,Visa,FR,0.1,1.31,ES,0.15,0.62,0,0,1,3,0
1468,1225,4929,Visa,FR,0.1,116.7,DE,0.1,0.26,0,0,17,4,0
1469,748,5100,Mastercard,FR,0.15,7.62,US,0.3,0.4,0,0,21,2,0
1470,1498,5200,Mastercard,DE,0.2,229.31,MA,0.4,0.33,0,0,2,1,0
1471,527,3792,Amex,US,0.3,238.66,CA,0.1,0.1,0,0,15,6,0
1472,1680,5200,Mastercard,DE,0.2,5.64,TN,0.35,0.25,1,0,9,1,0
1473,77,5100,Mastercard,FR,0.15,8.43,CA,0.1,0.47,0,0,14,3,0
1474,1502,3792,Amex,US,0.3,60.37,ES,0.15,0.13,0,0,11,0,0
1475,1845,4929,Visa,FR,0.1,6.18,ES,0.15,0.45,0,0,12,2,0
1476,440,4539,Visa,FR,0.1,1.0,DZ,0.4,0.35,0,0,11,2,0
1477,1287,4539,Visa,FR,0.1,64.43,FR,0.1,0.05,0,0,20,0,0
1478,1209,3792,Amex,US,0.3,90.67,CA,0.1,0.25,0,0,6,2,0
1479,1079,5200,Mastercard,DE,0.2,39.65,FR,0.1,0.24,0,0,18,3,0
1480,1332,3792,Amex,US,0.3,35.25,TN,0.35,0.1,1,0,14,0,0
1481,516,5200,Mastercard,DE,0.2,43.91,FR,0.1,0.3,0,0,19,5,0
1482,1323,6011,Discover,US,0.4,20.96,GB,0.2,0.05,0,0,6,4,0
1483,1576,5200,Mastercard,DE,0.2,259.14,GB,0.2,0.38,0,0,20,0,0
1484,1254,4539,Visa,FR,0.1,2.75,ES,0.15,0.12,0,0,13,3,0
1485,1401,4929,Visa,FR,0.1,8.68,IT,0.2,0.2,1,0,12,0,0
1486,1310,5100,Mastercard,FR,0.15,46.83,DE,0.1,0.25,0,0,13,2,0
1487,1162,4929,Visa,FR,0.1,5.02,US,0.3,0.48,0,0,19,1,0
1488,1502,5100,Mastercard,FR,0.15,5.48,DE,0.1,0.06,0,0,11,2,0
1489,615,6011,Discover,US,0.4,30.75,MA,0.4,0.17,1,0,6,3,0
1490,1031,4539,Visa,FR,0.1,51.91,IT,0.2,0.27,0,0,1,3,0
1491,676,5100,Mastercard,FR,0.15,3.14,ES,0.15,0.24,0,0,15,2,0
1492,1443,6011,Discover,US,0.4,23.72,TN,0.35,0.27,0,0,17,0,0
1493,1496,5200,Mastercard,DE,0.2,93.84,MA,0.4,0.22,0,0,0,1,0
1494,1959,3792,Amex,US,0.3,104.26,IT,0.2,0.29,0,0,0,0,0
1495,420,5100,Mastercard,FR,0.15,9.33,FR,0.1,0.0,0,0,14,1,0
1496,1901,4929,Visa,FR,0.1,55.52,FR,0.1,0.46,0,0,9,2,0
1497,276,4539,Visa,FR,0.1,20.6,MA,0.4,0.24,0,0,12,4,0
1498,1585,4539,Visa,FR,0.1,150.78,GB,0.2,0.65,0,0,2,3,0
1499,608,6011,Discover,US,0.4,56.65,FR,0.1,0.2,0,0,22,1,0
1500,571,3792,Amex,US,0.3,522.03,FR,0.1,0.41,0,0,4,2,0
1501,1767,5200,Mastercard,DE,0.2,205.43,FR,0.1,0.14,0,0,16,0,0
1502,1713,5200,Mastercard,DE,0.2,136.32,IT,0.2,0.26,0,1,7,4,0
1503,90,4539,Visa,FR,0.1,9.13,DE,0.1,0.1,0,0,1,0,0
1504,282,5200,Mastercard,DE,0.2,230.74,IT,0.2,0.2,0,0,6,1,0
1505,1572,6011,Discover,US,0.4,163.98,FR,0.1,0.14,0,0,20,1,0
1506,1195,3792,Amex,US,0.3,485.12,DE,0.1,0.32,0,0,11,4,0
1507,638,4539,Visa,FR,0.1,28.8,DE,0.1,0.5,0,0,5,2,0
1508,811,5200,Mastercard,DE,0.2,16.16,FR,0.1,0.32,0,0,20,2,0
1509,1379,5100,Mastercard,FR,0.15,48.56,FR,0.1,0.68,0,0,21,3,0
1510,1228,5100,Mastercard,FR,0.15,1.76,US,0.3,0.36,0,0,20,2,0
1511,1313,6011,Discover,US,0.4,61.35,IT,0.2,0.11,0,0,19,2,0
1512,868,5200,Mastercard,DE,0.2,24.03,DE,0.1,0.61,0,0,21,3,0
1513,462,5100,Mastercard,FR,0.15,186.47,FR,0.1,0.39,0,0,20,4,0
1514,1633,3792,Amex,US,0.3,39.19,TN,0.35,0.04,0,0,1,2,0
1515,750,4929,Visa,FR,0.1,61.01,ES,0.15,0.25,0,0,6,0,0
1516,1197,3792,Amex,US,0.3,38.42,CA,0.1,0.37,0,0,5,1,0
1517,301,6011,Discover,US,0.4,16.78,GB,0.2,0.33,0,0,0,0,0
1518,600,3792,Amex,US,0.3,106.41,DE,0.1,0.37,0,0,16,1,0
1519,1935,5200,Mastercard,DE,0.2,78.79,ES,0.15,0.4,0,0,21,3,0
1520,1887,3792,Amex,US,0.3,53.03,US,0.3,0.16,0,0,5,1,0
1521,529,5200,Mastercard,DE,0.2,0.93,DZ,0.4,0.33,0,0,3,1,0
1522,140,4539,Visa,FR,0.1,0.06,ES,0.15,0.28,0,0,9,3,0
1523,1790,5200,Mastercard,DE,0.2,35.99,TN,0.35,0.21,0,0,21,1,0
1524,278,6011,Discover,US,0.4,0.3,IT,0.2,0.38,0,0,18,2,0
1525,663,5200,Mastercard,DE,0.2,9.48,MA,0.4,0.28,0,0,5,3,0
1526,511,4539,Visa,FR,0.1,5.31,IT,0.2,0.42,0,0,1,4,0
1527,1370,4929,Visa,FR,0.1,26.36,US,0.3,0.3,1,1,7,0,0
1528,1870,6011,Discover,US,0.4,10.93,DZ,0.4,0.2,0,0,5,0,0
1529,1164,4539,Visa,FR,0.1,133.25,ES,0.15,0.27,0,0,8,2,0
1530,114,5200,Mastercard,DE,0.2,92.8,FR,0.1,0.35,0,0,14,1,0
1531,580,6011,Discover,US,0.4,113.28,DE,0.1,0.26,0,0,18,6,0
1532,1531,5100,Mastercard,FR,0.15,11.55,FR,0.1,0.18,1,0,21,3,0
1533,1390,5200,Mastercard,DE,0.2,36.01,FR,0.1,0.27,0,0,14,3,0
1534,691,4539,Visa,FR,0.1,17.81,GB,0.2,0.46,0,0,21,4,0
1535,637,5200,Mastercard,DE,0.2,1.22,GB,0.2,0.35,0,0,3,4,0
1536,1421,4539,Visa,FR,0.1,19.67,US,0.3,0.3,0,0,8,2,0
1537,1849,3792,Amex,US,0.3,3.56,MA,0.4,0.22,0,0,21,6,0
1538,823,4929,Visa,FR,0.1,28.66,ES,0.15,0.28,0,0,23,1,0
1539,1874,4929,Visa,FR,0.1,50.52,FR,0.1,0.11,0,0,17,2,0
1540,875,6011,Discover,US,0.4,357.13,IT,0.2,0.22,1,0,12,3,0
1541,1948,4539,Visa,FR,0.1,1.51,IT,0.2,0.33,0,0,10,0,0
1542,1894,4929,Visa,FR,0.1,10.22,DZ,0.4,0.27,0,0,23,1,0
1543,1769,5100,Mastercard,FR,0.15,1.3,US,0.3,0.19,0,0,2,0,0
1544,940,6011,Discover,US,0.4,31.22,MA,0.4,0.07,0,0,2,2,0
1545,1683,5100,Mastercard,FR,0.15,1.44,FR,0.1,0.23,0,0,17,3,0
1546,942,4929,Visa,FR,0.1,23.56,DZ,0.4,0.14,0,0,19,3,0
1547,1135,4539,Visa,FR,0.1,72.61,CA,0.1,0.25,0,0,6,2,0
1548,1899,6011,Discover,US,0.4,0.28,DZ,0.4,0.29,0,0,16,0,0
1549,358,5100,Mastercard,FR,0.15,59.81,IT,0.2,0.47,0,0,12,1,0
1550,1262,4929,Visa,FR,0.1,67.61,FR,0.1,0.39,1,0,13,3,0
1551,3,5200,Mastercard,DE,0.2,26.6,CA,0.1,0.29,0,0,11,2,0
1552,1747,5100,Mastercard,FR,0.15,44.93,US,0.3,0.56,0,0,7,5,0
1553,404,3792,Amex,US,0.3,4.51,MA,0.4,0.31,0,0,18,0,0
1554,25,6011,Discover,US,0.4,135.38,FR,0.1,0.14,0,0,0,3,0
1555,1867,5100,Mastercard,FR,0.15,21.0,US,0.3,0.22,0,0,17,1,0
1556,509,6011,Discover,US,0.4,0.95,GB,0.2,0.64,0,0,13,1,0
1557,696,4929,Visa,FR,0.1,70.17,ES,0.15,0.14,0,0,17,3,0
1558,1489,4929,Visa,FR,0.1,180.5,IT,0.2,0.2,0,0,19,0,0
1559,61,6011,Discover,US,0.4,33.48,DE,0.1,0.4,0,0,22,1,0
1560,1532,4929,Visa,FR,0.1,4.85,CA,0.1,0.12,0,0,4,0,0
1561,123,4539,Visa,FR,0.1,14.4,CA,0.1,0.4,0,0,8,5,0
1562,1521,6011,Discover,US,0.4,170.87,MA,0.4,0.42,0,0,13,0,0
1563,55,4539,Visa,FR,0.1,0.56,FR,0.1,0.29,0,0,4,2,0
1564,1187,6011,Discover,US,0.4,27.46,TN,0.35,0.5,0,0,2,2,0
1565,974,5200,Mastercard,DE,0.2,3.3,CA,0.1,0.23,0,0,21,0,0
1566,1723,5200,Mastercard,DE,0.2,49.52,FR,0.1,0.39,0,0,16,3,0
1567,1063,5100,Mastercard,FR,0.15,14.67,TN,0.35,0.0,0,0,15,3,0
1568,1721,4929,Visa,FR,0.1,19.14,FR,0.1,0.35,0,0,6,0,0
1569,1107,5200,Mastercard,DE,0.2,31.2,DE,0.1,0.45,0,0,15,1,0
1570,1731,4929,Visa,FR,0.1,15.42,DE,0.1,0.37,0,0,13,1,0
1571,546,5100,Mastercard,FR,0.15,15.9,CA,0.1,0.19,0,0,11,1,0
1572,113,4539,Visa,FR,0.1,66.32,DE,0.1,0.03,0,0,0,4,0
1573,425,5200,Mastercard,DE,0.2,0.16,ES,0.15,0.42,0,0,18,2,0
1574,918,3792,Amex,US,0.3,13.99,IT,0.2,0.13,0,0,12,1,0
1575,230,3792,Amex,US,0.3,54.43,DE,0.1,0.15,0,0,2,3,0
1576,1307,3792,Amex,US,0.3,81.41,FR,0.1,0.21,0,0,5,2,0
1577,917,3792,Amex,US,0.3,799.98,FR,0.1,0.35,1,0,1,4,0
1578,1961,3792,Amex,US,0.3,11.47,FR,0.1,0.43,0,0,16,3,0
1579,1311,3792,Amex,US,0.3,122.8,DE,0.1,0.56,0,0,3,1,0
1580,155,3792,Amex,US,0.3,34.44,ES,0.15,0.28,0,0,9,2,0
1581,165,5200,Mastercard,DE,0.2,7.75,MA,0.4,0.3,0,0,2,1,0
1582,962,3792,Amex,US,0.3,41.66,MA,0.4,0.32,0,0,11,3,0
